date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:21:24	54720/54720	---M--	200	added ('OK')	text/css	date:Sun,%2016%20May%202021%2014:45:51%20GMT	https://writingerrands.com/css/animate.css	D:/1.websites/admin%20panal/writingerrands.com/css/animate.css	(from https://writingerrands.com/)
02:21:25	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2025%20May%202021%2009:21:24%20GMT	https://writingerrands.com/actions.php?action=determineDirectionAferAddingToCart	D:/1.websites/admin%20panal/writingerrands.com/actions.10d060.delayed	(from https://writingerrands.com/)
02:21:27	102644/102644	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:26%20GMT	https://writingerrands.com/login.php?message=login%20or%20<strong><a%20href='register.php'>Register</a></strong>%20to%20complete%20your%20order	D:/1.websites/admin%20panal/writingerrands.com/login51ca.html	(from https://writingerrands.com/)
02:21:29	39052/39052	---M--	200	added ('OK')	application/xml	date:Fri,%2006%20Mar%202020%2007:38:54%20GMT	https://writingerrands.com/sitemap.xml	D:/1.websites/admin%20panal/writingerrands.com/sitemap.xml	(from https://writingerrands.com/)
02:21:31	103141/103141	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2025%20May%202021%2009:21:29%20GMT	https://writingerrands.com/upload-site-map.php?message=sitemap%20has%20been%20updated!	D:/1.websites/admin%20panal/writingerrands.com/upload-site-map.13656d.delayed	(from https://writingerrands.com/)
02:21:33	102452/102452	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:32%20GMT	https://writingerrands.com/login.php?return_url=upload-site-map.php	D:/1.websites/admin%20panal/writingerrands.com/loginbef8.html	(from https://writingerrands.com/)
02:21:34	133/133	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:33%20GMT	https://writingerrands.com/upload-profiles.php	D:/1.websites/admin%20panal/writingerrands.com/upload-profiles.html	(from https://writingerrands.com/)
02:21:35	966/966	---M--	200	added ('OK')	text/css	date:Sun,%2016%20May%202021%2014:45:46%20GMT	https://writingerrands.com/css/index.css?v=1621934456	D:/1.websites/admin%20panal/writingerrands.com/css/index1e78.css	(from https://writingerrands.com/)
02:21:36	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf0-ad36%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	D:/1.websites/admin%20panal/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	(from https://writingerrands.com/)
02:21:36	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%225eb03cf0-d17%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css	D:/1.websites/admin%20panal/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css	(from https://writingerrands.com/)
02:21:38	1380/1380	---M-Z	200	added ('OK')	text/css	etag:%225eb03cf0-564%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.theme.default.css	D:/1.websites/admin%20panal/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.theme.default.css	(from https://writingerrands.com/)
02:21:39	1795/1795	---M--	200	added ('OK')	text/css	date:Sun,%2016%20May%202021%2014:45:44%20GMT	https://writingerrands.com/css/ratings.css	D:/1.websites/admin%20panal/writingerrands.com/css/ratings.css	(from https://writingerrands.com/)
02:21:40	13779/13779	---M--	200	added ('OK')	text/css	date:Sun,%2016%20May%202021%2014:45:45%20GMT	https://writingerrands.com/css/footer.css	D:/1.websites/admin%20panal/writingerrands.com/css/footer.css	(from https://writingerrands.com/)
02:21:41	741/741	---M--	200	added ('OK')	text/css	date:Wed,%2019%20May%202021%2008:46:13%20GMT	https://writingerrands.com/css/order.css?v=1621934456	D:/1.websites/admin%20panal/writingerrands.com/css/order1e78.css	(from https://writingerrands.com/)
02:21:43	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20May%202021%2009:21:42%20GMT	https://writingerrands.com/static.olark.com/jsclient/loader.js	D:/1.websites/admin%20panal/writingerrands.com/static.olark.com/jsclient/loader.1d.delayed	(from https://writingerrands.com/)
02:21:44	127466/127466	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:44%20GMT	https://writingerrands.com/order.php?offer=covid-19-offer	D:/1.websites/admin%20panal/writingerrands.com/order45bd.html	(from https://writingerrands.com/)
02:21:46	13955/13955	---M--	200	added ('OK')	image/gif	date:Sun,%2022%20Mar%202020%2012:25:12%20GMT	https://writingerrands.com/images/order-ad.gif	D:/1.websites/admin%20panal/writingerrands.com/images/order-ad.gif	(from https://writingerrands.com/)
02:21:48	121862/121862	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:47%20GMT	https://writingerrands.com/index.php	D:/1.websites/admin%20panal/writingerrands.com/index-2.html	(from https://writingerrands.com/)
02:21:49	9398/9398	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Aug%202020%2006:11:18%20GMT	https://writingerrands.com/images/logo.png	D:/1.websites/admin%20panal/writingerrands.com/images/logo.png	(from https://writingerrands.com/)
02:21:50	107835/107835	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:50%20GMT	https://writingerrands.com/services.php	D:/1.websites/admin%20panal/writingerrands.com/services.html	(from https://writingerrands.com/)
02:21:52	108739/108739	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:51%20GMT	https://writingerrands.com/samples.php	D:/1.websites/admin%20panal/writingerrands.com/samples.html	(from https://writingerrands.com/)
02:21:53	113350/113350	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:53%20GMT	https://writingerrands.com/books.php	D:/1.websites/admin%20panal/writingerrands.com/books.html	(from https://writingerrands.com/)
02:21:55	121692/121692	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:54%20GMT	https://writingerrands.com/terms-of-service.php	D:/1.websites/admin%20panal/writingerrands.com/terms-of-service.html	(from https://writingerrands.com/)
02:21:56	240/240	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20May%202021%2009:21:56%20GMT	https://writingerrands.com/blog	D:/1.websites/admin%20panal/writingerrands.com/blog.26.delayed	(from https://writingerrands.com/)
02:21:58	44646/44646	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:57%20GMT	https://writingerrands.com/blog/	D:/1.websites/admin%20panal/writingerrands.com/blog/index.html	(from https://writingerrands.com/)
02:21:58	102917/102917	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:57%20GMT	https://writingerrands.com/contact-us.php	D:/1.websites/admin%20panal/writingerrands.com/contact-us.html	(from https://writingerrands.com/)
02:21:59	127392/127392	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:21:59%20GMT	https://writingerrands.com/order.php	D:/1.websites/admin%20panal/writingerrands.com/order.html	(from https://writingerrands.com/)
02:22:01	102452/102452	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:00%20GMT	https://writingerrands.com/login.php	D:/1.websites/admin%20panal/writingerrands.com/login.html	(from https://writingerrands.com/)
02:22:02	115310/115310	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:02%20GMT	https://writingerrands.com/register.php	D:/1.websites/admin%20panal/writingerrands.com/register.html	(from https://writingerrands.com/)
02:22:04	22468/22468	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Mar%202020%2005:44:42%20GMT	https://writingerrands.com/images/banner-bg.png	D:/1.websites/admin%20panal/writingerrands.com/images/banner-bg.png	(from https://writingerrands.com/)
02:22:05	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20May%202021%2009:22:05%20GMT	https://writingerrands.com/images/fake_profile/60aa302f5e6a51621766191/218b0399e46008235d1a0b683526f8fb.jpg	D:/1.websites/admin%20panal/writingerrands.com/images/fake_profile/60aa302f5e6a51621766191/218b0399e46008235d1a0b683526f8fb.2c.delayed	(from https://writingerrands.com/)
02:22:07	127535/127535	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:06%20GMT	https://writingerrands.com/order.php?writer=57ef31e32ea81beda96d15cdf880e664	D:/1.websites/admin%20panal/writingerrands.com/order03ab.html	(from https://writingerrands.com/)
02:22:08	73190/73190	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:07%20GMT	https://writingerrands.com/view-writer.php?writer=57ef31e32ea81beda96d15cdf880e664	D:/1.websites/admin%20panal/writingerrands.com/view-writer03ab.html	(from https://writingerrands.com/)
02:22:10	127529/127529	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:09%20GMT	https://writingerrands.com/order.php?writer=b2cb19073dd1db7f83b52c9efbae0d4c	D:/1.websites/admin%20panal/writingerrands.com/ordere062.html	(from https://writingerrands.com/)
02:22:11	69160/69160	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:11%20GMT	https://writingerrands.com/view-writer.php?writer=b2cb19073dd1db7f83b52c9efbae0d4c	D:/1.websites/admin%20panal/writingerrands.com/view-writere062.html	(from https://writingerrands.com/)
02:22:13	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20May%202021%2009:22:13%20GMT	https://writingerrands.com/images/fake_profile/60ac53a0d2f641621906336/-1_6906276_0_1_3.jpg	D:/1.websites/admin%20panal/writingerrands.com/images/fake_profile/60ac53a0d2f641621906336/-1_6906276_0_1_3.31.delayed	(from https://writingerrands.com/)
02:22:15	127526/127526	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:14%20GMT	https://writingerrands.com/order.php?writer=1889d5e57eb1f1b10ae357a2d344bde9	D:/1.websites/admin%20panal/writingerrands.com/order7ace.html	(from https://writingerrands.com/)
02:22:16	75774/75774	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:15%20GMT	https://writingerrands.com/view-writer.php?writer=1889d5e57eb1f1b10ae357a2d344bde9	D:/1.websites/admin%20panal/writingerrands.com/view-writer7ace.html	(from https://writingerrands.com/)
02:22:18	77437/77437	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:17%20GMT	https://writingerrands.com/all-writers.php	D:/1.websites/admin%20panal/writingerrands.com/all-writers.html	(from https://writingerrands.com/)
02:22:20	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20May%202021%2009:22:20%20GMT	https://writingerrands.com/videos/writing_errands.mp4.webm	D:/1.websites/admin%20panal/writingerrands.com/videos/writing_errands.mp4.36.delayed	(from https://writingerrands.com/)
02:22:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20May%202021%2009:22:21%20GMT	https://writingerrands.com/blog/category/acaddmic-writing	D:/1.websites/admin%20panal/writingerrands.com/blog/category/acaddmic-writing.37.delayed	(from https://writingerrands.com/)
02:22:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20May%202021%2009:22:23%20GMT	https://writingerrands.com/blog/category/book-review	D:/1.websites/admin%20panal/writingerrands.com/blog/category/book-review.38.delayed	(from https://writingerrands.com/)
02:22:23	48850/48850	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:22%20GMT	https://writingerrands.com/blog/category/acaddmic-writing/	D:/1.websites/admin%20panal/writingerrands.com/blog/category/acaddmic-writing/index.html	(from https://writingerrands.com/)
02:22:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20May%202021%2009:22:24%20GMT	https://writingerrands.com/blog/law-articles	D:/1.websites/admin%20panal/writingerrands.com/blog/law-articles.39.delayed	(from https://writingerrands.com/)
02:22:25	27283/27283	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:24%20GMT	https://writingerrands.com/blog/category/book-review/	D:/1.websites/admin%20panal/writingerrands.com/blog/category/book-review/index.html	(from https://writingerrands.com/)
02:22:26	34844/34844	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:24%20GMT	https://writingerrands.com/blog/article-review-writing-the-preparation-and-process-involved/	D:/1.websites/admin%20panal/writingerrands.com/blog/article-review-writing-the-preparation-and-process-involved/index.html	(from https://writingerrands.com/)
02:22:26	4548196/4548196	---M--	200	added ('OK')	video/mp4	date:Wed,%2020%20Nov%202019%2006:35:48%20GMT	https://writingerrands.com/videos/writing_errands.mp4	D:/1.websites/admin%20panal/writingerrands.com/videos/writing_errands.mp4	(from https://writingerrands.com/)
02:22:26	1983/1983	---M--	200	added ('OK')	image/png	date:Sun,%2016%20May%202021%2014:46:23%20GMT	https://writingerrands.com/css/social_img/youtube.png	D:/1.websites/admin%20panal/writingerrands.com/css/social_img/youtube.png	(from https://writingerrands.com/)
02:22:27	38795/38795	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:26%20GMT	https://writingerrands.com/blog/how-to-structure-your-business-blog-posts-to-maximize-direction/	D:/1.websites/admin%20panal/writingerrands.com/blog/how-to-structure-your-business-blog-posts-to-maximize-direction/index.html	(from https://writingerrands.com/)
02:22:28	51814/51814	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:27%20GMT	https://writingerrands.com/blog/category/uncategorized/general-work-at-writngerrands-com/	D:/1.websites/admin%20panal/writingerrands.com/blog/category/uncategorized/general-work-at-writngerrands-com/index.html	(from https://writingerrands.com/)
02:22:28	50675/50675	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:27%20GMT	https://writingerrands.com/blog/category/medicine-and-nursing-assignments/assignment-help/	D:/1.websites/admin%20panal/writingerrands.com/blog/category/medicine-and-nursing-assignments/assignment-help/index.html	(from https://writingerrands.com/)
02:22:29	38401/38401	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:28%20GMT	https://writingerrands.com/blog/the-ultimate-guide-to-product-marketing-in-2020/	D:/1.websites/admin%20panal/writingerrands.com/blog/the-ultimate-guide-to-product-marketing-in-2020/index.html	(from https://writingerrands.com/)
02:22:29	9436/9436	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20May%202021%2014:46:22%20GMT	https://writingerrands.com/css/social_img/twitter.jpg	D:/1.websites/admin%20panal/writingerrands.com/css/social_img/twitter.jpg	(from https://writingerrands.com/)
02:22:30	36313/36313	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:29%20GMT	https://writingerrands.com/blog/why-fiber-is-essential-for-a-healthy-diet/	D:/1.websites/admin%20panal/writingerrands.com/blog/why-fiber-is-essential-for-a-healthy-diet/index.html	(from https://writingerrands.com/)
02:22:30	36569/36569	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:29%20GMT	https://writingerrands.com/blog/best-five-elements-of-a-great-content-writer/	D:/1.websites/admin%20panal/writingerrands.com/blog/best-five-elements-of-a-great-content-writer/index.html	(from https://writingerrands.com/)
02:22:31	36416/36416	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:30%20GMT	https://writingerrands.com/blog/how-to-write-questions-for-an-interview/	D:/1.websites/admin%20panal/writingerrands.com/blog/how-to-write-questions-for-an-interview/index.html	(from https://writingerrands.com/)
02:22:31	32146/32146	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:30%20GMT	https://writingerrands.com/blog/lab-report/	D:/1.websites/admin%20panal/writingerrands.com/blog/lab-report/index.html	(from https://writingerrands.com/)
02:22:31	5046/5046	---M--	200	added ('OK')	image/png	date:Sun,%2016%20May%202021%2014:46:24%20GMT	https://writingerrands.com/css/social_img/fb.png	D:/1.websites/admin%20panal/writingerrands.com/css/social_img/fb.png	(from https://writingerrands.com/)
02:22:32	34363/34363	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:31%20GMT	https://writingerrands.com/blog/essay-writing-how-to-structure-the-title-of-an-essay/	D:/1.websites/admin%20panal/writingerrands.com/blog/essay-writing-how-to-structure-the-title-of-an-essay/index.html	(from https://writingerrands.com/)
02:22:33	34018/34018	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:32%20GMT	https://writingerrands.com/blog/programming-in-writing-errands/	D:/1.websites/admin%20panal/writingerrands.com/blog/programming-in-writing-errands/index.html	(from https://writingerrands.com/)
02:22:33	33972/33972	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:32%20GMT	https://writingerrands.com/blog/mathematics-homework-help/	D:/1.websites/admin%20panal/writingerrands.com/blog/mathematics-homework-help/index.html	(from https://writingerrands.com/)
02:22:33	35965/35965	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:32%20GMT	https://writingerrands.com/blog/steps-involved-in-writing-a-winning-business-proposal/	D:/1.websites/admin%20panal/writingerrands.com/blog/steps-involved-in-writing-a-winning-business-proposal/index.html	(from https://writingerrands.com/)
02:22:46	1583595/1583595	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2016%20May%202021%2014:46:42%20GMT	https://writingerrands.com/css/social_img/instagram.svg	D:/1.websites/admin%20panal/writingerrands.com/css/social_img/instagram.svg	(from https://writingerrands.com/)
02:22:46	33137/33137	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:34%20GMT	https://writingerrands.com/blog/law-articles/	D:/1.websites/admin%20panal/writingerrands.com/blog/law-articles/index.html	(from https://writingerrands.com/)
02:22:47	35389/35389	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:34%20GMT	https://writingerrands.com/blog/the-role-of-antibiotics-in-the-treatment-of-infections/	D:/1.websites/admin%20panal/writingerrands.com/blog/the-role-of-antibiotics-in-the-treatment-of-infections/index.html	(from https://writingerrands.com/)
02:22:47	33804/33804	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:35%20GMT	https://writingerrands.com/blog/how-to-write-an-outstanding-resume/	D:/1.websites/admin%20panal/writingerrands.com/blog/how-to-write-an-outstanding-resume/index.html	(from https://writingerrands.com/)
02:22:48	36317/36317	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:47%20GMT	https://writingerrands.com/blog/heart-disease-first-aid-cure-for-sudden-cardiac-arrest/	D:/1.websites/admin%20panal/writingerrands.com/blog/heart-disease-first-aid-cure-for-sudden-cardiac-arrest/index.html	(from https://writingerrands.com/)
02:22:50	143732/143732	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Oct%202019%2016:53:18%20GMT	https://writingerrands.com/images/visa_PNG17.png	D:/1.websites/admin%20panal/writingerrands.com/images/visa_PNG17.png	(from https://writingerrands.com/)
02:22:51	33926/33926	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:48%20GMT	https://writingerrands.com/blog/nursing-homework-help/	D:/1.websites/admin%20panal/writingerrands.com/blog/nursing-homework-help/index.html	(from https://writingerrands.com/)
02:22:51	34348/34348	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:49%20GMT	https://writingerrands.com/blog/how-to-write-a-winning-business-plan/	D:/1.websites/admin%20panal/writingerrands.com/blog/how-to-write-a-winning-business-plan/index.html	(from https://writingerrands.com/)
02:22:52	34160/34160	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:49%20GMT	https://writingerrands.com/blog/environment-in-learning/	D:/1.websites/admin%20panal/writingerrands.com/blog/environment-in-learning/index.html	(from https://writingerrands.com/)
02:22:52	36522/36522	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:51%20GMT	https://writingerrands.com/blog/best-accounting-help/	D:/1.websites/admin%20panal/writingerrands.com/blog/best-accounting-help/index.html	(from https://writingerrands.com/)
02:22:52	24721/24721	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Oct%202019%2016:53:26%20GMT	https://writingerrands.com/images/580b57fcd9996e24bc43c530.png	D:/1.websites/admin%20panal/writingerrands.com/images/580b57fcd9996e24bc43c530.png	(from https://writingerrands.com/)
02:22:53	34333/34333	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:52%20GMT	https://writingerrands.com/blog/causes-and-types-of-seizures-in-infants/	D:/1.websites/admin%20panal/writingerrands.com/blog/causes-and-types-of-seizures-in-infants/index.html	(from https://writingerrands.com/)
02:22:54	106892/106892	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:53%20GMT	https://writingerrands.com/refund-policy.php	D:/1.websites/admin%20panal/writingerrands.com/refund-policy.html	(from https://writingerrands.com/)
02:22:56	103027/103027	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:55%20GMT	https://writingerrands.com/payments-policy.php	D:/1.websites/admin%20panal/writingerrands.com/payments-policy.html	(from https://writingerrands.com/)
02:22:58	103330/103330	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20May%202021%2009:22:57%20GMT	https://writingerrands.com/plagiarism-policy.php	D:/1.websites/admin%20panal/writingerrands.com/plagiarism-policy.html	(from https://writingerrands.com/)
02:22:59	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20May%202021%2009:22:59%20GMT	https://writingerrands.com/fonts/glyphicons-halflings-regular.eot	D:/1.websites/admin%20panal/writingerrands.com/fonts/glyphicons-halflings-regular.43.delayed	(from https://writingerrands.com/css/bootstrap.css)
02:23:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20May%202021%2009:23:00%20GMT	https://writingerrands.com/fonts/glyphicons-halflings-regular.eot?	D:/1.websites/admin%20panal/writingerrands.com/fonts/glyphicons-halflings-regular.44d41d.delayed	(from https://writingerrands.com/css/bootstrap.css)
02:23:01	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20May%202021%2009:23:01%20GMT	https://writingerrands.com/fonts/glyphicons-halflings-regular.woff2	D:/1.websites/admin%20panal/writingerrands.com/fonts/glyphicons-halflings-regular.45.delayed	(from https://writingerrands.com/css/bootstrap.css)
02:23:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20May%202021%2009:23:03%20GMT	https://writingerrands.com/fonts/glyphicons-halflings-regular.woff	D:/1.websites/admin%20panal/writingerrands.com/fonts/glyphicons-halflings-regular.46.delayed	(from https://writingerrands.com/css/bootstrap.css)
02:23:04	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20May%202021%2009:23:04%20GMT	https://writingerrands.com/fonts/glyphicons-halflings-regular.ttf	D:/1.websites/admin%20panal/writingerrands.com/fonts/glyphicons-halflings-regular.47.delayed	(from https://writingerrands.com/css/bootstrap.css)
02:23:05	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20May%202021%2009:23:05%20GMT	https://writingerrands.com/fonts/glyphicons-halflings-regular.svg	D:/1.websites/admin%20panal/writingerrands.com/fonts/glyphicons-halflings-regular.48.delayed	(from https://writingerrands.com/css/bootstrap.css)
